,product,title,rating,text
10,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Cette nouvelle liseuse Kindle d'entrée de gamme (2019) est une bonne surprise,5.0,"J'ai acheté cette liseuse Kindle (version 2019) proposée par Amazon en complément d'un PaperWhite (version 2018), ce qui me permet de toujours avoir une liseuse sous la main, où que me trouve !Malgré la différence de prix, la liseuse d'entrée de gamme (2019) de la gamme Kindle est très proche de la version plus chère, la PaperWhite (environ 50€ de différence).Si on oublie les différences techniques (en particulier la résolution de l'écran - 167 ppp pour l'entrée de gamme contre 300 ppp pour le PaperWhite - mais à l'utilisation, on ne remarque pas vraiment la différence, à moins de la chercher spécifiquement), il y a peu de différences entre les deux machines :En fait, le gros avantage du PaperWhite est qu'on peut l'utiliser dans son bain ou au bord de la piscine puisque cette liseuse accepte d'être mouillée... sans excès évidemment !Le Kindle (2019) est sensiblement de la même taille que le PaperWhite (159,8 x 113,4 x 8.7 mm pour le premier contre 167 x 116 x 8,2 mm), alors que la machine d'entrée de gamme est plus légère (170 g contre 182 g).L'écran tactile de 6"", entouré de bords relativement épais (mais un peu moins que le PaperWhite), est équipé très traditionnellement pour un Kindle de la technologie E-Ink Pearl, très agréable et douce au toucher.L'ensemble est solide et ne craque ni ne bouge pas, quoiqu'on lui fasse subir.Pour la première fois, Amazon a équipé l'écran de sa liseuse d'entrée de gamme de rétroéclairage - 4 LEDs , contre 5 pour le PaperWhite.La lumière est très bien répartie sur l'ensemble de l'écran.S'agissant d'une machine peu chère, l'éclairage ne s'adapte pas automatiquement à la lumière ambiante; mais il est toujours possible de modifier le réglage manuellement.Amazon a changé aussi la façon de faire apparaître son logo - sur le dos de l'appareil -, qui est passé en blanc, plutôt que le noir en surbrillance comme auparavant.L'effet est réussi.La liseuse se recharge via un port mini-USB (câble sans prise fourni).On peut regretter qu'Amazon n'ait pas plutôt équipé sa machine d'un port USB-C, qui est de plus en plus la norme.Ça oblige de toujours avoir à s'équiper d'un câble de charge 'ancienne génération'.Ce port mini-USB est placé sur le bord inférieur de la machine, à côté du bouton de 'Marche / Arrêt'.Pour le reste, l'utilisation est exclusivement tactile (changer de page, surligner un mot, ajouter un signet, etc.), et fonctionne parfaitement.Amazon annonce une autonomie de plusieurs semaines.À partir d'une batterie à 100% (temps de charge d'un plus d'une heure à partir de 0%), pour un temps de lecture journalier d'environ 40 minutes avec une luminosité à 60%, je n'ai eu à recharger mon Kindle (2019) qu'après... 7 semaines !En veille (il n'est jamais nécessaire d'éteindre la liseuse), l'appareil ne consomme pratiquement pas.Le Kindle (2019) vient avec 4 Go d'espace de stockage, dont à peine 3 Go sont disponibles; le reste étant utilisés par les logiciels qui donnent vie à la liseuse).La machine est équipée d'une connexion WiFi qui permet de se connecter à son compte Amazon (lors de la première utilisation), de chercher de nouveaux livres dans la boutique, d'installer sur le Kindle les ouvrages achetés, de mettre à jour automatiquement le livre en cours de lecture commencé sur une autre machine, etc.La première connexion est très facile - je me suis connecté à ma box (SFR) en moins de deux minutes.La synchronisation entre machines est étonnamment rapide, puisqu'en moyenne l'appareil retrouve en moins d'une minute la dernière page lue sur un autre Kindle (liseuse ou application installée sur une tablette ou un ordinateur par exemple).Le Kindle (2019) est équipé de la même application que les autres Kindle (machines ou applis).Il s'agit d'un système on ne peut plus propriétaire, ce qui veut dire qu'on doit rester dans l'univers Amazon pour l'utiliser.Si on accepte ce principe de base, il n'y a rien à reprocher à l'Interface Utilisateur (IU) :Rapide et intuitif, même le / la non-initié(e) pourra l'utiliser sans problème - c'est peut-être une impression (je n'ai pas mesuré), mais je trouve que la Kindle d'entrée de gamme est plus rapide que le PaperWhite.J'aime beaucoup la recherche de définition de mot facile d'accès grâce au dictionnaire (français) installé par défaut sur la machine.Pour ceux qui lient des livres en d'autres langues, il est possible d'ajouter - en allant dans les paramètres de la machine - autant de dictionnaires de ces langues que nécessaire.Je n'ai pas vérifié en détail, mais le nombre de dictionnaires listés est impressionnant.Ceci dit, y compris en cours de lecture, on peut adapter la taille des caractères, la police à utiliser, l'espacement entre les lignes, la taille des marges, l'orientation (portrait ou paysage), voire même l'alignement (justifié ou non).Il y a même une option pour les malvoyants !Il y a beaucoup d'autres options de personnalisation disponibles qu'on est libre d'utiliser ou non.Bon à savoir :Comme avec tous les Kindle, les membres d'Amazon Prime peuvent 'emprunter' et lire jusqu'à 10 livres sans payer un centime !Lorsque la limite des dix ouvrages est atteinte, il suffit d'en rendre un pour en emprunter un autre.Pas mal...Le Kindle (2019) est aussi équipé d'une connexion Bluetooth qui permet de 'lire' des livres audio à l'aide de casque / écouteurs.Pour le moment, ça ne fonctionne qu'avec des ouvrages en anglais, mais il y a fort à parier que très bientôt ce sera aussi disponible en français.Pour conclure, la liseuse d'entrée de gamme Kindle (2019) est parfaite :Solide, douce au toucher, légère, rapide, facile d'utilisation, écran tactile E-Ink Pearl de 6"" équipé d'un rétroéclairage sans défaut et d'une bonne résolution... il n'y a rien à en redire.Certains reprocheront peut-être que cette liseuse les enferme dans l'univers Amazon; pour moi ce n'est pas un problème, d'autant plus que le catalogue de livres est gigantesque dans toutes les langues, et que chacun peut y trouver ce qu'il y cherche, du dernier best seller à la publication la plus confidentielle."
11,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Devenu incontournable...,5.0,"MISE A JOUR --Après une réponse rapide du support technique Amazon suite aux problèmes décrits ci-dessous qui sont entretemps résolus, après quelques mois d'utilisation, je revois mon commentaire qui devient très positif sur l'utilisation de cette nouvelle liseuse, devenu mon nouveau compagnon de voyage...----Utilisateur convaincu sur liseuses Kindle depuis 2011, et contraint d'en acheter une nouvelle suite à un accident avec l'ancienne, en toute confiance, je me suis décidé sur ce nouveau modèle, encouragé par son prix intéressant. Mon expérience d'utilisation est négative :1/ arrêts incessants de la liseuse en pleine lecture (parfois toutes les 10 secondes) pour raison de température d'utilisation (dans mon living à 20°)2/ Mode de navigation entre pages et chapitres variable en fonction des e-books3/ Messages réguliers d'erreurs lorsque j'essaie d'atteindre une page ou chapitre suivant sur certains eBooks.4/ Hypersensibilité de l'écran tactile qui passe facilement à la page précédente / suivante5/ Plantage général régulier du système d'exploitation avec redémarrages qui prennent parfois plus de 5 minutesA se demander si ce produit a été testé par leurs concepteurs avant mise sur le marché...Très déçu..."
12,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Misérable produit,1.0,"Une énorme déception, le produit est bien imaginé mais programme pour le pays où vous vous trouvez donc merci au programmeur de ne pas penser aux expats c’est juste misérable. Vous habitez en Espagne alors vous aurez juste et uniquement la bibliothèque Espagnol, rien en français ou autres franchement à déconseiller"
13,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Nouvelle liseuse KINDLE,1.0,"Utilisateur d'un ancienne kindle - modele 2014 - j'ai du la changer pour une nouvelle KINDLE modele 2021 pour des raisons de connecteur micro usb de recharge défectueux.  Pourquoi est-il si difficile de changer un composant aussi simple ?  De plus je suis extrêmement déçu par l'interface  et l'ergonomie de ma nouvelle liseuse. Gros lecteur  - plusieurs centaines de livres  , classés dans une quinzaine de collections  sur mon ancienne liseuse,  je pensais retrouver mon environnement familier sur ma nouvelle liseuse . Mais tout change  et en nettement plus compliqué. J'avais apprivoisé mon ancienne liseuse en moins d'une heure , avec un manuel utilisateur de moins de 10 pages .  Au bout de deux semaines  et avec un manuel utilisateur de près de 200 pages, je ne comprends toujours pas comment classer mes livres en collections simplement, m'y retrouver facilement entre mes différents livres  et circuler facilement dans ce labyrinthe qu'est ma liseuse actuelle ! pour moi une liseuse doit se rapprocher de l'expérience d'un livre papier , objet simple à manipuler s'il en est .  Ma nouvelle liseuse me sature de publicités, de propositions de lecture qui ne m'intéressent pas ,  de menus déroulants à faire glisser, de menus de recherche mal conçus , de filtres inutiles qui ne m'aident pas !!!  Bref l'expérience utilisateur que j'avais trouvée fabuleuse en 2014  est devenue fortement négative en 2021 !!!???  Je suis persévérant  et je vais continuer encore quelques jours  mais si mon impression actuelle persiste je vais abandonner votre produit.  Vous avez abandonné le lecteur pour entrer dans un délire technologique  sans réel intérêt pour l'usager.  Bien cordialement."
14,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Oui la lecture sans wifi est possible,5.0,"habituée avec la Kobo mais adhérente à Amazon prime je souhaitai pouvoir bénéficier des livres prime  reading.  J’ai hésité à cause de certains commentaires disant que le livres téléchargés n’etaient pas disponible hors couverture wifi mais j’ai fini par craquer et  J’ai donc sauté  le pas et acheté la nouvelle kindle 1019.Après 15 jours d’utilisation je peux donc faire un retour précis. La liseuse est légère, et très facile à prendre en main. L'écran Tactile est très réactif, la luminosité se règle facilement de même que les autres paramètres de lecture. Le transfert des livres, une fois le choix sur Amazon fait, est instantané. Point important, même hors de mon domicile et donc hors accès wifi les livres sont toujours bien présents et accessibles à la lecture.Le système d’emprunt avec Amazon prime reading est vraiment parfait, un choix important de livres de toutes catégories qui permet de découvrir de nouveaux auteurs talentueux.Bref vous l’aurez compris je recommande particulièrement la liseuse Kindle new génération 2019 ( j’ai Kris le modèle sans offre spéciale je ne voulais pas être embêtée avec de ma pub).Bonne lecture à tous"
15,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Plutot décue..,3.0,"Je possède un Kindle Paperwhite, et aussi l'ancien Kindle Voyage. J'ai voulu essayer cette dernière version, l'écran est lent et surtout quand on tourne la page, les caractère sont d'abord un peu brouillés et ensuite deviennent nets, c'est assez insupportable pour lire. Je ne sais pas si c'est un défaut, et le produit a bien été mis à jour, je vais voir pendant quelques jours, sinon je renverrai"
16,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Ecran figé au bout de 5 mois,1.0,"Qualité lamentable.. alors que mon Kindle d'il y a 10 ans marche encore, celui-ci s'est figé au bout de quelques mois et ne redémarre plus. Vu le nombre de messages qu'on trouve à ce sujet sur internet, c'est un défaut intrinsèque… aucune des astuces données par amazon ne fonctionne pour que le Kindle se relance. C'est parti pour le service client, je n'ai que ça à faire dans ma vie… pourtant ça doit pas être si compliqué de prévoir une batterie potable…."
17,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Pas au point...,2.0,"J'ai flingué mon vieux Kindle. Alors j'en prends un autre. Chic, en voilà un avec rétroéclairage (ça manquait) et en promo avec les Prime Days.Je prends!Livraison: rien à dire, c'est parfait.Finitions: C'est excellent. Bonne qualité de fabrication, ça se sent.L'écran est désormais tactile. Il n'y a plus qu'un seul bouton très discret pour allumer et éteindre la bestiole.Mais à l'usage... Oh lala, Jeff: c'est pas au point ton truc.Le tactile, c'est intuitif. Tourner la page, c'est facile. Mais si tu veux revenir plusieurs pages en arrière, tu te mets évidemment à faire plusieurs fois le même geste, rapidement... Ben le Kindle ne suit pas: il alterne seulement 2 pages. Il faut tourner les pages LENTEMENT. Sinon, il n'aime pas ça: tu crois être revenu en arrière de 10 pages et en fait seulement 1 ou 2. Et parfois même il t'envoie vers la page suivante!Bref, les deux boutons latéraux me manquent. Ce modèle là a été conçu trop vite. J'espère qu'une mise à jour logicielle viendra corriger ce machin.Dernier petit point parce que moi pas content: la navigation n'est pas tiptop. L'accès à la bibliothèque est pénible."
18,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",un kindle mais pas d'éclairage frontal !!,2.0,"J'ai acheté ce kindle dernière génération car l'éclairage frontal m'intéressait et que mon paperwhite commençait à fatiguer. La surprise est de constater que ce kindle est en fait rétroéclairé et non avec un éclairage frontal comme annoncé, ce qui change tout !! Remettez nous des kindle sans rétroéclairage car même si nous pouvons l'enlever, l'écran reste éclairé et donc douloureux pour les yeux"
19,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Trop de pubs. Insupportable,1.0,"Écran de pub en ouvrant, deuxième écran de pub auprès entrer le code, il faut attendre que Amazon autorise l'utilisateur a récupérer l'accès de son Kindle après un temps imposé.Écrans de pubs dans la liste des livres. Les titres et les images sont illisibles, c'est très dur de retrouver un ouvrage entre ces images floues et ces pubs.Bref, même en payant on nous impose encore de la pub a outrance. Je suis choqué et très déçu."
20,"Kindle, maintenant avec un éclairage frontal intégré | Sans publicités, noir",Génial et connecté,5.0,"Absolument formidable.Je dispose déjà d'une liseuse d'une grande marque concurrente mais j ai acheté celle ci pour profiter de la bibliotheque gratuite d'Amazon Prime…Quel bonheur, quel simplicité.Cette liseuse est vraiment simple à utiliser, l'écran est très agréable et la luminsoité parfaitement réglable.Le petit truc en plus que j'adore? Pouvoir accéder directement au catalogue Amazon depuis la liseuse… encore mieux? la possibilité d'ajouter des livres a ma bibliotheque depuis mon téléphone et les retrouver sur ma liseuse ensuite.Je recommande l'achat.Si vous avez trouver ce commentaire utile, n'hésitez pas à le dire."
